Time (s),Voltage (V),Current (A)
0.0,0.1975,3.5200000000000004e-08
0.002,0.2,1.78e-08
0.004,0.19999000000000003,2.07e-08
0.006,-0.19502000000000003,-5.61e-08
0.008,-0.20001000000000002,-1.85e-08
0.01,-0.2,-1.58e-08
0.012,0.20489000000000002,6.19e-08
0.014,0.20999,2.12e-08
0.016,0.20999,2.11e-08
0.018000000000000002,-0.18502000000000002,-5.68e-08
0.02,-0.19,-2.2400000000000002e-08
0.022,-0.19,-2.11e-08
0.024,0.21489000000000003,6.070000000000001e-08
0.026000000000000002,0.22000000000000003,2.3100000000000002e-08
0.028,0.22000000000000003,2.38e-08
0.03,-0.17502,-5.06e-08
0.032,-0.18000000000000002,-1.5000000000000002e-08
0.034,-0.18000000000000002,-1.79e-08
0.036000000000000004,0.22489,6.09e-08
0.038,0.23,2.2400000000000002e-08
0.04,0.22999000000000003,1.9800000000000002e-08
0.042,-0.16502,-5.61e-08
0.044,-0.17,-1.63e-08
0.046,-0.17,-1.6e-08
0.048,0.23489000000000002,6.35e-08
0.05,0.24000000000000002,2.82e-08
0.052000000000000005,0.24000000000000002,2.7e-08
0.054,-0.15502000000000002,-5.28e-08
0.056,-0.16,-1.62e-08
0.058,-0.16,-1.68e-08
0.06,0.24489000000000002,5.94e-08
0.062,0.25,2.27e-08
0.064,0.25,2.56e-08
0.066,-0.14502,-5.11e-08
0.068,-0.15000000000000002,-1.35e-08
0.07,-0.15000000000000002,-1.09e-08
0.07200000000000001,0.25489,6.68e-08
0.074,0.26,2.6100000000000002e-08
0.076,0.26,2.6e-08
0.078,-0.13502,-5.17e-08
0.08,-0.14,-1.74e-08
0.082,-0.14,-1.62e-08
0.084,0.26488,6.57e-08
0.08600000000000001,0.26999,2.7900000000000002e-08
0.088,0.27,2.86e-08
0.09,-0.12497000000000001,-4.57e-08
0.092,-0.13,-9.900000000000001e-09
0.094,-0.13,-1.29e-08
0.096,0.27489,6.56e-08
0.098,0.27999,2.71e-08
0.1,0.28,2.45e-08
0.10200000000000001,-0.11502000000000001,-5.11e-08
0.10400000000000001,-0.12000000000000001,-1.13e-08
0.106,-0.12000000000000001,-1.1200000000000001e-08
0.108,0.28483,6.85e-08
0.11,0.28999,3.33e-08
0.112,0.29000000000000004,3.2e-08
0.114,-0.10502,-4.79e-08
0.116,-0.11001000000000001,-1.1200000000000001e-08
0.11800000000000001,-0.11000000000000001,-1.18e-08
0.12,0.29489000000000004,6.440000000000001e-08
0.122,0.30000000000000004,2.7900000000000002e-08
0.124,0.29999000000000003,3.0700000000000004e-08
0.126,-0.09497000000000001,-4.61e-08
0.128,-0.1,-8.4e-09
0.13,-0.1,-5.5000000000000004e-09
0.132,0.30489000000000005,7.180000000000001e-08
0.134,0.31,3.12e-08
0.136,0.31,3.09e-08
0.138,-0.08502000000000001,-4.68e-08
0.14,-0.09000000000000001,-1.26e-08
0.14200000000000002,-0.09000000000000001,-1.13e-08
0.14400000000000002,0.31489,7.07e-08
0.146,0.32,3.3000000000000004e-08
0.148,0.32,3.36e-08
0.15,-0.07502,-4.07e-08
0.152,-0.08001000000000001,-5.1e-09
0.154,-0.08,-7.9e-09
0.156,0.32489,7.09e-08
0.158,0.33,3.2200000000000004e-08
0.16,0.33,2.96e-08
0.162,-0.06502000000000001,-4.6300000000000004e-08
0.164,-0.07,-6.3e-09
0.166,-0.07,-6.2e-09
0.168,0.33489,7.340000000000001e-08
0.17,0.34,3.8100000000000004e-08
0.17200000000000001,0.34,3.7e-08
0.17400000000000002,-0.055020000000000006,-4.3e-08
0.176,-0.060000000000000005,-6.1e-09
0.178,-0.060000000000000005,-6.7000000000000004e-09
0.18,0.34489000000000003,6.94e-08
0.182,0.35000000000000003,3.28e-08
0.184,0.35000000000000003,3.58e-08
0.186,-0.045020000000000004,-4.1100000000000004e-08
0.188,-0.05,-3.5000000000000003e-09
0.19,-0.05,-8e-10
0.192,0.35489000000000004,7.67e-08
0.194,0.36000000000000004,3.61e-08
0.196,0.36000000000000004,3.58e-08
0.198,-0.03502,-4.21e-08
0.2,-0.04,-7.7e-09
0.202,-0.040010000000000004,-6.3e-09
0.20400000000000001,0.36489000000000005,7.550000000000001e-08
0.20600000000000002,0.37000000000000005,3.77e-08
0.20800000000000002,0.37000000000000005,3.84e-08
0.21,-0.02502,-3.5900000000000004e-08
0.212,-0.030010000000000002,-2e-10
0.214,-0.030010000000000002,-2.9e-09
0.216,0.37489000000000006,7.57e-08
0.218,0.38,3.73e-08
0.22,0.38,3.4500000000000005e-08
0.222,-0.01502,-4.12e-08
0.224,-0.02,-1.4000000000000001e-09
0.226,-0.02,-1.3e-09
0.228,0.38484,7.83e-08
0.23,0.39,4.31e-08
