Time (s),Voltage (V),Current (A)
0.0,4.9382600000000005,4.385e-07
0.05,4.703740000000001,-2.42e-08
0.1,4.40374,-2.74e-08
0.15000000000000002,4.1037,-2.4300000000000003e-08
0.2,3.8037000000000005,-2.73e-08
0.25,3.50374,-2.41e-08
0.30000000000000004,3.2037000000000004,-2.73e-08
0.35000000000000003,2.9037,-2.45e-08
0.4,2.6037600000000003,-2.73e-08
0.45,2.3037400000000003,-2.4300000000000003e-08
0.5,1.9749700000000001,1.789e-07
0.55,1.89026,-1.17e-08
0.6,1.7791400000000002,-6.5e-09
0.65,1.6680400000000002,-1.18e-08
0.7,1.5569700000000002,-6.5e-09
0.75,1.44582,-1.18e-08
0.8,1.3347000000000002,-6.4e-09
0.8500000000000001,1.22361,-1.2e-08
0.9,1.1124800000000001,-6.5e-09
0.95,1.00137,-1.17e-08
