Time (s),Voltage (V),Current (A)
0.0,4.8742600000000005,8.862e-07
0.01,5.0,2.4e-09
0.02,4.99999,1.9e-09
0.03,5.0,1.8e-09
0.04,4.99999,2e-09
0.05,4.97074,-2.4e-09
0.06,4.970000000000001,4.6e-09
0.07,4.96999,4.2e-09
0.08,4.96999,3.1e-09
0.09,4.96999,1.7000000000000001e-09
0.1,4.58183,8.322000000000001e-07
0.11,4.7,1.3e-09
0.12000000000000001,4.7,9e-10
0.13,4.7,7.000000000000001e-10
0.14,4.7,3e-10
0.15000000000000002,4.67075,-7.1e-09
0.16,4.670000000000001,-1.5e-09
0.17,4.670000000000001,-1.9e-09
0.18,4.670000000000001,-4e-10
0.19,4.670000000000001,6e-10
0.2,4.29044,7.826e-07
0.21000000000000002,4.4,4.8e-09
0.22,4.4,3.5000000000000003e-09
0.23,4.4,1.9e-09
0.24000000000000002,4.4,8e-10
0.25,4.3707400000000005,-4.7e-09
0.26,4.37,6e-10
0.27,4.3699900000000005,5e-10
0.28,4.37,-1e-10
0.29000000000000004,4.37,-1.6e-09
0.30000000000000004,3.99785,7.259e-07
0.31000000000000005,4.09999,7.000000000000001e-10
0.32000000000000006,4.09999,-3e-10
0.33000000000000007,4.1000000000000005,-2.3e-09
0.34,4.09999,-1.8e-09
0.35000000000000003,4.070740000000001,-6.6e-09
0.36000000000000004,4.069990000000001,-2e-10
0.37000000000000005,4.069990000000001,1e-09
0.38000000000000006,4.069990000000001,1.7000000000000001e-09
0.39,4.069990000000001,1.3e-09
0.4,3.7043200000000005,6.7e-07
0.41000000000000003,3.8000000000000003,0.0
0.42000000000000004,3.79999,1e-09
0.43000000000000005,3.8000000000000003,1.9e-09
0.44,3.79999,1.5e-09
0.45,3.7707400000000004,-3.9e-09
0.46,3.7699900000000004,1.8e-09
0.47000000000000003,3.7700000000000005,1.8e-09
0.48000000000000004,3.7699900000000004,4e-09
0.49,3.7699900000000004,3.3e-09
0.5,3.41278,6.196000000000001e-07
0.51,3.4999900000000004,9e-10
0.52,3.4999900000000004,6e-10
0.53,3.4999900000000004,6e-10
0.54,3.5000000000000004,-2e-10
0.55,3.47074,-6.6e-09
0.56,3.46999,-2.2000000000000003e-09
0.5700000000000001,3.46999,-2.3e-09
0.58,3.46999,-1.2e-09
0.59,3.46999,1e-10
0.6,3.12021,5.667e-07
0.61,3.19999,2e-10
0.62,3.2,-1.5e-09
0.63,3.19999,-2.1e-09
0.64,3.2,-2e-09
0.65,3.1707400000000003,-6.2e-09
0.6599999999999999,3.1700000000000004,2e-10
0.6699999999999999,3.1699900000000003,1.5e-09
0.6799999999999999,3.1699900000000003,1.5e-09
0.69,3.1700000000000004,1.3e-09
0.7,2.82763,5.166000000000001e-07
0.71,2.9000000000000004,4.7e-09
0.72,2.8999900000000003,2.8000000000000003e-09
0.73,2.8999900000000003,1.6e-09
0.74,2.8999900000000003,4e-10
0.75,2.87074,-4.7e-09
0.76,2.87,6e-10
0.77,2.86999,2e-10
0.7799999999999999,2.86999,1e-10
0.7899999999999999,2.87,-2e-09
0.7999999999999999,2.5351600000000003,4.617e-07
0.8099999999999999,2.6,1.7000000000000001e-09
0.82,2.6,1.6e-09
0.83,2.59999,1.9e-09
0.84,2.59999,2.1e-09
0.85,2.5707500000000003,-1.1000000000000001e-09
0.8599999999999999,2.56999,3.5000000000000003e-09
0.8699999999999999,2.5700000000000003,4.2e-09
0.8799999999999999,2.5700000000000003,2.2000000000000003e-09
0.8899999999999999,2.5700000000000003,1.4000000000000001e-09
0.8999999999999999,2.2425900000000003,4.087e-07
