Time (s),Voltage (V),Current (A)
0.0,5.0,0.0
0.005,4.98,0.0
0.01,4.96,0.0
0.015,4.94,0.0
0.02,4.92,0.0
0.025,4.9,0.0
0.03,4.88,0.0
0.035,4.86,0.0
0.04,4.84,0.0
0.045,4.82,0.0
0.05,4.8,0.0
0.055,4.78,0.0
0.06,4.76,0.0
0.065,4.74,0.0
0.07,4.72,0.0
0.075,4.7,0.0
0.08,4.68,0.0
0.085,4.66,0.0
0.09,4.64,0.0
0.095,4.62,0.0
0.1,4.6,0.0
0.105,4.58,0.0
0.11,4.56,0.0
0.115,4.54,0.0
0.12,4.52,0.0
0.125,4.5,0.0
0.13,4.48,0.0
0.135,4.46,0.0
0.14,4.4399999999999995,0.0
0.145,4.42,0.0
0.15,4.4,0.0
0.155,4.38,0.0
0.16,4.36,0.0
0.165,4.34,0.0
0.17,4.32,0.0
0.17500000000000002,4.3,0.0
0.18,4.28,0.0
0.185,4.26,0.0
0.19,4.24,0.0
0.195,4.22,0.0
0.2,4.2,0.0
0.20500000000000002,4.18,0.0
0.21,4.16,0.0
0.215,4.14,0.0
0.22,4.12,0.0
0.225,4.1,0.0
0.23,4.08,0.0
0.23500000000000001,4.06,0.0
0.24,4.04,0.0
0.245,4.02,0.0
0.25,4.0,0.0
0.255,3.98,0.0
0.26,3.96,0.0
0.265,3.94,0.0
0.27,3.92,0.0
0.275,3.9,0.0
0.28,3.88,0.0
0.28500000000000003,3.86,0.0
0.29,3.84,0.0
0.295,3.8200000000000003,0.0
0.3,3.8,0.0
0.305,3.7800000000000002,0.0
0.31,3.76,0.0
0.315,3.74,0.0
0.32,3.7199999999999998,0.0
0.325,3.7,0.0
0.33,3.6799999999999997,0.0
0.335,3.66,0.0
0.34,3.6399999999999997,0.0
0.34500000000000003,3.62,0.0
0.35000000000000003,3.5999999999999996,0.0
0.355,3.58,0.0
0.36,3.56,0.0
0.365,3.54,0.0
0.37,3.52,0.0
0.375,3.5,0.0
0.38,3.48,0.0
0.385,3.46,0.0
0.39,3.44,0.0
0.395,3.42,0.0
0.4,3.4,0.0
0.405,3.38,0.0
0.41000000000000003,3.36,0.0
0.41500000000000004,3.34,0.0
0.42,3.3200000000000003,0.0
0.425,3.3,0.0
0.43,3.2800000000000002,0.0
0.435,3.26,0.0
0.44,3.24,0.0
0.445,3.2199999999999998,0.0
0.45,3.2,0.0
0.455,3.1799999999999997,0.0
0.46,3.16,0.0
0.465,3.1399999999999997,0.0
0.47000000000000003,3.12,0.0
0.47500000000000003,3.0999999999999996,0.0
0.48,3.08,0.0
0.485,3.06,0.0
0.49,3.04,0.0
0.495,3.02,0.0
0.5,3.0,0.0
0.505,2.9797979797979797,0.0
0.51,2.95959595959596,0.0
0.515,2.9393939393939394,0.0
0.52,2.919191919191919,0.0
0.525,2.898989898989899,0.0
0.53,2.878787878787879,0.0
0.535,2.8585858585858586,0.0
0.54,2.8383838383838382,0.0
0.545,2.8181818181818183,0.0
0.55,2.797979797979798,0.0
