Time (s),Voltage (V),Current (A)
0.0,0.0,0.0
0.001,0.0025132079766705217,0.0
0.002,0.005026019088667497,0.0
0.003,0.007538036533986908,0.0
0.004,0.010048863635953913,0.0
0.005,0.012558103905862676,0.0
0.006,0.015065361105586546,0.0
0.007,0.017570239310148637,0.0
0.008,0.02007234297024298,0.0
0.009000000000000001,0.02257127697469634,0.0
0.01,0.02506664671286085,0.0
0.011,0.02755805813692762,0.0
0.012,0.030045117824151413,0.0
0.013000000000000001,0.03252743303897672,0.0
0.014,0.035004611795055214,0.0
0.015,0.037476262917144926,0.0
0.016,0.039941996102881405,0.0
0.017,0.04240142198441093,0.0
0.018000000000000002,0.044854152189876234,0.0
0.019,0.04729979940474494,0.0
0.02,0.04973797743297096,0.0
0.021,0.05216830125797939,0.0
0.022,0.054590387103465046,0.0
0.023,0.05700385249399523,0.0
0.024,0.05940831631540699,0.0
0.025,0.06180339887498948,0.0
0.026000000000000002,0.0641887219614419,0.0
0.027,0.06656390890459733,0.0
0.028,0.06892858463490341,0.0
0.029,0.07128237574265016,0.0
0.03,0.0736249105369356,0.0
0.031,0.07595581910436022,0.0
0.032,0.0782747333674405,0.0
0.033,0.08058128714273254,0.0
0.034,0.08287511619865684,0.0
0.035,0.08515585831301453,0.0
0.036000000000000004,0.08742315333018658,0.0
0.037,0.08967664321800645,0.0
0.038,0.09191597212429758,0.0
0.039,0.09414078643306652,0.0
0.04,0.09635073482034306,0.0
0.041,0.09854546830965832,0.0
0.042,0.10072464032715217,0.0
0.043000000000000003,0.10288790675630129,0.0
0.044,0.10503492599225915,0.0
0.045,0.10716535899579933,0.0
0.046,0.10927886934685382,0.0
0.047,0.1113751232976376,0.0
0.048,0.11345378982535131,0.0
0.049,0.1155145406844535,0.0
0.05,0.11755705045849463,0.0
0.051000000000000004,0.11958099661150377,0.0
0.052000000000000005,0.12158605953892108,0.0
0.053,0.12357192261806688,0.0
0.054,0.12553827225814013,0.0
0.055,0.12748479794973797,0.0
0.056,0.12941119231388887,0.0
0.057,0.1313171511505913,0.0
0.058,0.13320237348685035,0.0
0.059000000000000004,0.1350665616242049,0.0
0.06,0.13690942118573776,0.0
0.061,0.138730661162561,0.0
0.062,0.14052999395976984,0.0
0.063,0.14230713544185708,0.0
0.064,0.1440618049775814,0.0
